source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp
418551920284673408,10.12724197930297,56.53718879378639,14.090976249252234,0.4987775,49.12564571845064,-31.595374311196693,1.9425238,1.1434835
4357027756659697664,243.58621066034064,-3.694967708333353,20.411292350652413,0.5400344,-45.34001940987892,-144.43272215287442,2.0164251,1.5633104
5589311357728452608,109.28559423278779,-37.097444485279574,5.762063161817684,0.8174619,-11.561999924300897,6.520111466968526,2.0832374,1.5425804
4993479684438433792,6.57215550145885,-42.30782032569077,39.91825815729799,0.7283222,176.2682926212513,-398.87213472266046,2.0899775,1.2694821
4038055447778237312,274.4060904518451,-36.76242931758906,23.885852068095137,0.4864683,-131.80407046542277,-166.30893037257962,2.1164951,1.8272674
1279798794197267072,221.24648617076684,27.074315757773466,13.82667260913517,0.48957205,-50.81825554241812,21.02352084436887,2.1833525,1.1840065
160886283751041408,74.24843702624405,33.16601472318802,7.249065034494049,0.3818946,3.8169754472223425,-17.786274545345467,2.1975422,1.4451852
4302054339959905920,296.56498571046956,10.613252703828636,5.589928355256642,0.38844228,16.232737511703284,-1.354232773419788,2.223692,1.4782449
1222646935698492160,233.67254376294218,26.714295174747274,42.24080076261629,0.97702134,118.92724128982546,-87.71096348146563,2.2693703,0.529583
5111187420714898304,59.507642022011794,-13.509012610930261,17.00162879163835,0.22542962,62.22700221870858,-112.00607671028064,2.2707934,1.689486
1563590579347125632,200.98237336533253,54.92525907860076,40.213284471127004,0.46230182,122.46748022957269,-22.68188642875364,2.282647,0.5343387
4049506483413484672,275.24868220695066,-29.82822386700995,7.846769491115783,0.47914466,33.211995167893946,-27.36096961705406,2.296982,1.4261992
6227443304915069056,226.0172005141403,-25.2821590562471,12.538654525627177,0.2984149,-73.48399761123272,-42.632144437537974,2.3034124,1.9100549
804753180515722624,155.58176101601168,41.49966386040507,17.798718499448466,0.393333,-73.74880343645458,28.259324999144575,2.32451,1.645093
4429785739602747392,236.0675744297602,6.4258326669088035,43.94497411580315,0.46761933,133.92233920144864,45.55042108403326,2.3253543,1.3348399
2106630885454013184,283.83388403904866,43.946451132674866,10.440410406499382,0.26363486,20.136233498600635,81.34922542993326,2.3616831,2.4237096
5922444483103229952,261.3248860596135,-55.529996917051356,4.560053792219337,0.20770599,-8.039169337949994,-25.92658289598858,2.3912818,1.4427056
6407842789021567872,334.62477862508103,-60.25977542657531,17.732356212677455,0.32899085,-76.99973801843797,-32.82300860348311,2.396663,1.438695
856096765753549056,165.46097417209683,56.38257749355825,38.60307997876443,1.12847,79.9586126663101,32.364540942038154,2.3985364,0.49357748
3704342295607157120,193.89877797423057,3.3972301950318524,17.4064804454874,0.25126106,-469.7138768334123,-53.70998944969009,2.4037774,1.8989389
4473334474604992384,265.86794661822,4.568012245771951,39.22844495769126,0.20266798,-41.79318180686009,159.42988775386635,2.4423249,1.2892413
3501215734352781440,188.59681758232725,-23.397012233844624,22.00492733579523,0.23327462,1.1162392204898848,-56.70396951863153,2.448283,1.0926499
4629125170492116224,56.810583950214635,-74.23845269276111,15.07934675483247,0.20009784,50.79864554281097,114.79143876879375,2.4740036,1.8262122
702343774145932544,140.2625728404832,34.39263287351821,14.704195701416294,0.1808479,-218.72256286031558,16.555167975677605,2.488654,1.6008933
1625209684868707328,245.9977069286059,61.514463511632556,35.71632757836309,0.28292015,-16.394368866203294,57.09390745268847,2.494415,1.0970564
6126469654585981952,182.08939329942342,-50.72248107334658,5.7179329578318505,0.651576,-42.613146390430266,-11.134816926988861,2.508257,0.25244522
5917537534527580160,254.65491303478962,-55.99029939641002,5.772484443283007,0.17267829,-17.51823774702156,-36.120035038888346,2.5107856,1.6126139
5361403934691772160,161.6928645043898,-49.420476913951866,29.050584144755422,0.29914537,68.53673565077756,-48.81915516222894,2.5133939,1.1023693
4076915349846977664,276.99244340050245,-25.422523033637848,42.91983428306095,0.21284047,-46.151553394133586,-185.06736012548174,2.5435061,1.2009923
5306951892646516992,142.80522590576416,-57.03435042166543,14.623396609093676,0.18577716,-32.615183222963346,5.856565752556893,2.5465453,1.647223
1297565458994346240,247.55452931903397,21.48954466071868,22.002254438170677,0.98668313,-98.82186841087012,-14.869239096336226,2.547638,1.1411304
1415230383034813824,262.6080575941285,52.301443329615346,8.919816494942994,0.19910964,-16.12587706896328,11.357536206993439,2.5482864,1.1480441
2971266110612490624,83.18258484252563,-17.822282254766677,1.6817195427885396,0.28016016,3.3641908258333144,1.4840057540654934,2.5535128,0.6914878
